,fg,fga,fg_pct,fg2,fg2a,fg2_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,fg_opp,fga_opp,fg_pct_opp,fg2_opp,fg2a_opp,fg2_pct_opp,fg3_opp,fg3a_opp,fg3_pct_opp,ft_opp,fta_opp,ft_pct_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,fg_net,fga_net,fg_pct_net,fg2_net,fg2a_net,fg2_pct_net,fg3_net,fg3a_net,fg3_pct_net,ft_net,fta_net,ft_pct_net,orb_net,drb_net,trb_net,ast_net,stl_net,blk_net,tov_net,pf_net,pts_net
fg,1.0,0.537892663305335,0.7444657900446627,0.8269439408729082,0.45316338535317197,0.6433755992396364,0.3608405451258944,0.11812401143776818,0.3619329577185836,0.008185710832550276,0.005880324750008349,0.020532150939699113,0.1912538747764943,0.2928141078750305,0.33007266958933895,0.6762245071346684,0.20932357819133476,0.15440816709856578,-0.1550814754229841,-0.004925426673243149,0.8641728949646027,0.20011650400830333,0.2966954704195434,-0.00046345076384527893,0.13296164980318909,0.19072135025116693,-0.019251731025274853,0.11726433017603928,0.13976153779638018,0.03189394457208918,0.06583164938317784,0.058019048742633285,0.02678505462890468,0.017212701462917857,-0.24687073869482762,-0.17842168058274677,0.03732266762212142,-0.10121164426214757,-0.13086926399888238,0.09831335925450956,-0.011020739683818856,0.21543976683492885,0.6324365032312131,0.18537266902883748,0.496244651468231,0.501739207040609,0.1931784722863492,0.43907118489842223,0.17169611446780364,-0.020924085559394057,0.23135282635692891,-0.06224068007831877,-0.06262755451983087,-0.0049045161110234355,0.08911305435745713,0.33777272426056176,0.3084264195565472,0.438659182829949,0.18968151941418887,0.1778120784466187,-0.19313209511401594,0.027154676970354934,0.5210792678566578
fga,0.537892663305335,1.0,-0.14943147776805704,0.4615621792940246,0.7194058896018919,-0.11657060591503494,0.16630279685651383,0.3832633631439732,-0.12242262939632591,-0.14284019530471295,-0.1260883811097284,-0.06672431819466333,0.5822540433179236,0.16454287467465228,0.45699186149384374,0.26162282126677877,0.22209891062752551,0.07895982689966533,-0.19113550477934968,0.12698681599720343,0.38802134598456783,0.296433303977412,0.2741569704158191,0.12302291226700586,0.24653217440111513,0.2366330344661862,0.08029890535682946,0.09443573811224865,0.04894392908444803,0.07716508697413195,0.195780510816665,0.20306523580155858,0.03079060510366677,0.04834489380086405,0.4395771286935284,0.36400745999909917,0.17811490932748983,-0.10909651754193532,0.2751180332307071,0.1753042253082141,-0.12185831395203353,0.3500375696739803,0.17672624051456481,0.602567862437147,-0.21017073377200368,0.14552722498334236,0.37775125744032484,-0.15885455437262616,0.03956455362362556,0.22893354977415997,-0.15021830916936119,-0.26745402513634564,-0.27014501124961093,-0.06939526445211415,0.3708622996567779,-0.21553731853186628,0.051498741218149034,0.03550372210842027,0.21678400764237457,-0.14479960490208862,-0.3067623572066786,0.2252176371913621,0.007859341009243353
fg_pct,0.7444657900446627,-0.14943147776805704,1.0,0.6008587081174757,-0.030343341822018297,0.8524420904656385,0.29313614679365746,-0.15987408904261535,0.5288721218006404,0.1237534130685375,0.10694198089196155,0.07834092094055989,-0.22943879409880027,0.20609765840838606,0.024132070975346188,0.579645152043282,0.06457715434124704,0.1152654715386502,-0.033663114777398286,-0.09704742701878499,0.7052415866317078,-0.0002876186792031386,0.12330423851765736,-0.09228581758128529,-0.03771472057798945,0.03274554274677306,-0.08053909052187229,0.05982942642137118,0.11984995128395318,-0.022248432029167216,-0.07250717208089606,-0.08671510250581908,0.006955719442541966,-0.017500724670456887,-0.6260202744242965,-0.48829457606277227,-0.09474601087294565,-0.02980747474518914,-0.3583581666680176,-0.026501359904834428,0.08624493765758154,-0.02271328049898443,0.579835946051322,-0.25806762714869824,0.7389493107046932,0.45439257066341254,-0.07453639620246537,0.6312364930475508,0.16629387319180533,-0.2016003122024564,0.38812258575507846,0.13718728170462455,0.13792265880665577,0.04984023327712735,-0.18624979865259503,0.5521997162818427,0.3115245497247898,0.4691101520424546,0.04502102849337923,0.31047037423196105,0.021305232932309345,-0.1434486553686394,0.5853645460291518
fg2,0.8269439408729082,0.4615621792940246,0.6008587081174757,1.0,0.6846277501931004,0.6407043793751963,-0.22600698300797353,-0.29194379514804897,-0.04971535393140406,0.06386524566988111,0.0770429740212912,-0.0016369063416790946,0.23465100064789562,0.27491922376321065,0.3414022753239568,0.411892199590394,0.2070421344285649,0.170376488669995,-0.10157872648606017,-0.002572199518507402,0.6240675231509689,0.1329846395706606,0.24678384019434432,-0.03784553077149561,0.08732905497186091,0.16035075996638307,-0.04798479981295492,0.07957130414149532,0.11397486212952691,0.005852902400804657,0.045594600044678815,0.04485345952493139,0.009810386701284781,0.017393814054379456,-0.20954352770439413,-0.1498121095726215,0.013050683296182381,-0.07233796334473076,-0.07199170434173102,0.10890041199425356,0.055152035002356305,0.1444838861116218,0.5359174960294842,0.16302592633606605,0.41538949227632127,0.6755611308898171,0.40971086076047974,0.45662759914017736,-0.25031466254184964,-0.3030426591582204,-0.056384573020649156,-0.0014249831024700467,0.007296800561657825,-0.00931199347117416,0.12707190689139966,0.303802420245612,0.3046468007716518,0.25451608788866453,0.1714445146038046,0.15119779649632145,-0.15811563896349684,-0.02981611233694381,0.36486250336725357
fg2a,0.45316338535317197,0.7194058896018919,-0.030343341822018297,0.6846277501931004,1.0,-0.09914860464904683,-0.35047140104311275,-0.36582849666517603,-0.14909651852629338,-0.018254880718459758,0.008150539245469188,-0.057754270954129175,0.48660594097600035,0.17511028844850404,0.41025874479321767,0.08212794940447278,0.18572084703278788,0.11691517697230636,-0.11075071845723655,0.08276834201705528,0.26551008671689097,0.19055110460025051,0.23671094388944625,0.03253339767781882,0.16015794504603087,0.19455584032986423,0.011399151683151134,0.05801200725834142,0.055213710277071774,0.025769319873994136,0.12066132285594543,0.1315928044890935,0.007305788898098505,0.05525849968475647,0.23328540957551303,0.21053438861478324,0.10684155387790165,-0.07475814640277299,0.29834379733320565,0.13450863976479485,-0.006593139202499928,0.22176300225192963,0.19393535514068233,0.3978654597642973,-0.06385748027182131,0.38498306376169555,0.634721925182345,-0.09728801756573616,-0.31269824266810803,-0.306148067823194,-0.13156688928985572,-0.11383530126822579,-0.10677694700256277,-0.04655917963320037,0.2989218624322883,-0.058323595553240015,0.12921078331252073,-0.041314921392890704,0.17081560982707858,-0.13294898962108603,-0.20205124266401714,0.08476476185990749,0.011972728860633056
fg2_pct,0.6433755992396364,-0.11657060591503494,0.8524420904656385,0.6407043793751963,-0.09914860464904683,1.0,0.051913507903691446,-0.024349142683418323,0.08545208231514509,0.10791183662141118,0.09731670960239776,0.060217428689025174,-0.18088464374069077,0.18352810312410608,0.03488740162701271,0.46213761167527145,0.08077820103889498,0.10691430602341205,-0.02714387040037028,-0.08348129015780208,0.564648276602231,-0.019061516495684352,0.08052189959524268,-0.0804862284400551,-0.04781915746004947,0.011603839632864757,-0.07313819293247646,0.04503986442113436,0.09125245314688735,-0.016627798414927734,-0.06150739040568363,-0.07351707898438556,0.005611795131884582,-0.034955399805860134,-0.5218668075582729,-0.41899494169582463,-0.09224065135196993,-0.01832761374697321,-0.39917230757510525,0.002871117035439265,0.08199221842106916,-0.03516095256703869,0.508460194510126,-0.19335153098733457,0.6256192307173524,0.49506672898731185,-0.1124760518953944,0.732471014720326,-0.0068883593937396626,-0.08382931624480697,0.06080464926505083,0.11600463229769539,0.11917436287379103,0.03769614338599973,-0.1377002676491694,0.46292773206915133,0.2718661959070972,0.3777394093684244,0.04891468534456963,0.33328486866001983,0.000559219755651414,-0.1267122635457507,0.4706596418398963
fg3,0.3608405451258944,0.16630279685651383,0.29313614679365746,-0.22600698300797353,-0.35047140104311275,0.051913507903691446,1.0,0.6888728718248999,0.7094881419639038,-0.09174819210596478,-0.11759925361614129,0.0382832035583872,-0.057865152133284525,0.051291674416992304,0.005568543635268904,0.4883394741789962,0.019232758893846392,-0.015089947986257863,-0.10018726133470983,-0.004266667631972653,0.4620268178251064,0.11723286562558004,0.09446301368757863,0.05975654473628326,0.07953714080160525,0.057982389448664656,0.04499798494578415,0.06606567525339313,0.04813629873203002,0.04321795492863099,0.035611926827892236,0.023917940186319223,0.028468231579449665,0.0005601160361191699,-0.0718789793544676,-0.05455906221725943,0.040656972650549246,-0.05116977503249409,-0.10061448542418618,-0.012076800734030932,-0.10636402604938117,0.1241044934987997,0.1855696094370073,0.04488703229765109,0.1537974206877953,-0.2531973055079128,-0.33673035413444535,-0.006399596395997547,0.683333218450201,0.4501159793637698,0.47155549139882813,-0.10032585503134098,-0.11491103302071887,0.006803998156286258,-0.05630251233285148,0.07099836299347051,0.021270290377436562,0.3161271368344936,0.038527674737446095,0.05133820831159669,-0.06553082132804046,0.09244518907611685,0.27553768483091323
fg3a,0.11812401143776818,0.3832633631439732,-0.15987408904261535,-0.29194379514804897,-0.36582849666517603,-0.024349142683418323,0.6888728718248999,1.0,0.034228545096612134,-0.16711719088273808,-0.1797843221343019,-0.012605595902013565,0.13309327300960044,-0.012383669012903177,0.06677783182462073,0.24133828099161064,0.050626251546271255,-0.04967091525584424,-0.1088307368301917,0.06008768758351226,0.16684534129884915,0.13970043364211193,0.04886387195155167,0.11980872118719098,0.11394662040973184,0.05513589588143731,0.09126655587482321,0.0480814240143459,-0.00848526397259993,0.06802498979849984,0.09915839399603524,0.09429085888696613,0.03110065964702681,-0.009338576844778554,0.2726220622218273,0.20270186513733493,0.09410631391743603,-0.045264366015157965,-0.03173320641611402,0.0536298537538573,-0.1527234551021465,0.1692739081130668,-0.023425843539691137,0.26998892498720506,-0.1936836850031488,-0.3185496686872303,-0.34255933401523,-0.08127383922884321,0.46780523022856646,0.7100480781723094,-0.02429475593595216,-0.20320454137179175,-0.21614656105682575,-0.03011663101349326,0.09437519556853458,-0.2081462507500768,-0.10339451167728463,0.1019291446536373,0.06036837994103156,-0.015278189346729533,-0.13811173381263903,0.18585080568749804,-0.005489229612722709
fg3_pct,0.3619329577185836,-0.12242262939632591,0.5288721218006404,-0.04971535393140406,-0.14909651852629338,0.08545208231514509,0.7094881419639038,0.034228545096612134,1.0,0.029831249930721792,0.006436118343261623,0.06289135614648186,-0.19615167071495898,0.06874460589941317,-0.06035831408694191,0.4218469612323923,-0.022364144480850567,0.02088475063407109,-0.03670082741626225,-0.05111897067571487,0.45581696083071754,0.031957490321131744,0.07731194752947738,-0.022277182218683425,0.0058980343880820725,0.02583820587264895,-0.016643619411691204,0.04324650312774211,0.06809971927919502,-0.0016457521411729398,-0.03299815866040857,-0.04425275649733563,0.01178443834401008,0.010297448725297493,-0.33202440523979515,-0.2474998835007673,-0.030114569901779478,-0.02993220901219951,-0.10216586988922437,-0.06261753653648687,-0.00038906404977129613,0.018237486093835315,0.25885493216356825,-0.17659389013350127,0.37165819647372617,-0.05910540832872683,-0.14678796275664485,0.058753506171086566,0.4883257596805592,-0.024269199236885763,0.7076783052548087,0.04502248266743645,0.03692967162033037,0.035462361221830656,-0.15763189710515058,0.26996922574140386,0.11365474454541342,0.3216166913311713,-0.001293552241555712,0.0783332781711096,0.03332309139301411,-0.039851744848711415,0.36186284367546917
ft,0.008185710832550276,-0.14284019530471295,0.1237534130685375,0.06386524566988111,-0.018254880718459758,0.10791183662141118,-0.09174819210596478,-0.16711719088273808,0.029831249930721792,1.0,0.925074821351515,0.41294830371143315,0.08325023094978551,0.21167258681924456,0.2071506570203033,0.002664290296025875,0.0939112260053677,0.10030377574073848,0.008413222521314625,0.18912140819051038,0.46496729129905673,0.06584565650096867,0.19575011279469928,-0.07242227101882591,0.04580829872531143,0.12082478333788553,-0.061400054960590485,0.03529196670083353,0.09885861998603178,-0.033192182023072406,0.14660733196539769,0.16520506072018837,-0.004425675739842532,0.05178839225534501,-0.14541944855990685,-0.08068240255236866,-0.055782896504489754,-0.01971127979882615,-0.06442878659217852,0.11888089941430109,0.7959746849879031,0.13305854191223818,-0.06429805497649965,-0.2899724138511616,0.12120121287634532,-0.0015320528150619085,-0.1172929964686884,0.10337387652518726,-0.09566804234174248,-0.1867136409962747,0.041694319431947395,0.6532045541026238,0.599242754289511,0.3018692847908302,0.01293400344034014,0.2445691338046544,0.19337102841407078,0.031759051550007834,0.07877026627698117,0.10815739228817568,-0.07516959149584834,-0.5059471787326573,0.27696629658148303
fta,0.005880324750008349,-0.1260883811097284,0.10694198089196155,0.0770429740212912,0.008150539245469188,0.09731670960239776,-0.11759925361614129,-0.1797843221343019,0.006436118343261623,0.925074821351515,1.0,0.07648711258392514,0.14242624685858468,0.2309159491828371,0.2554956577308431,-0.007703424015200145,0.12020278702948217,0.1167609231420701,0.035085782897644496,0.2236008860644992,0.42145263231596775,0.058004385257639,0.20298740625717285,-0.0866163077569535,0.0450964016867766,0.13179054734802817,-0.07340121980304674,0.023505094557951953,0.09388458493842189,-0.04447048575141117,0.16517880522705064,0.1962202074528667,-0.025385523092390373,0.06622756452791397,-0.05567598008099685,-0.0036884520461909387,-0.05868238742633554,-0.006373408268270894,-0.052588797529861946,0.15343141294506296,0.8701308189245838,0.1335847308593878,-0.0627678037620729,-0.28420767331050234,0.11824700200012668,0.006670257961910135,-0.10681083177010879,0.10305986657255424,-0.10629924639376466,-0.1926753079410967,0.033236211921416445,0.5815593488528638,0.6339583092724953,0.07286463804485961,0.043680805280412106,0.19409343226534181,0.17286115148555653,0.024289385631287973,0.08594965252176934,0.11179337170201976,-0.08370200166016616,-0.5387613133287886,0.2365619104875685
ft_pct,0.020532150939699113,-0.06672431819466333,0.07834092094055989,-0.0016369063416790946,-0.057754270954129175,0.060217428689025174,0.0382832035583872,-0.012605595902013565,0.06289135614648186,0.41294830371143315,0.07648711258392514,1.0,-0.09943148120832547,0.016148377349035556,-0.04469380999531123,0.0317746937656866,-0.02429710521929793,-0.005792904451262285,-0.05832078483155146,-0.026972049528563424,0.22243256064554087,0.026872814043256643,0.03089961158541303,0.006962143726668173,0.009866502958379776,0.007318724667020568,0.0056482953156581925,0.02852079801152807,0.031214992238479577,0.011776207226481787,-0.004390777188988092,-0.025346332290762445,0.04225912727565698,-0.019955687601273933,-0.23709988581263824,-0.19275228768183816,-0.012673004969072305,-0.03664240167010454,-0.043697720616336214,-0.036757079439172884,0.04194777201180619,0.025262394935872658,-0.005316059052841507,-0.07972478987946327,0.04671769228280017,-0.009419618541247598,-0.050653962734195604,0.03565680474135772,0.006777951660761675,-0.029493002786319823,0.03465232591241179,0.31961755272132586,0.07945081661282587,0.6920322984819588,-0.05792159480684623,0.17772242552278275,0.1014347356965095,0.032750594342233284,0.011921024244556919,0.02399201593836592,-0.007549045709416905,-0.05768237025265664,0.1707324075066334
orb,0.1912538747764943,0.5822540433179236,-0.22943879409880027,0.23465100064789562,0.48660594097600035,-0.18088464374069077,-0.057865152133284525,0.13309327300960044,-0.19615167071495898,0.08325023094978551,0.14242624685858468,-0.09943148120832547,1.0,0.12164924813210097,0.6635571910661068,0.04835690204489246,0.12736922782052854,0.11387466798976752,0.033813332572754026,0.043868378012449166,0.1758918206692209,0.01676553587894405,0.04826069406525808,-0.01792712616990652,0.017180578087178006,0.05532736999743482,-0.035269954323777115,0.00016476527476639205,-0.00953848593553122,0.009863765781638095,0.05190795486284352,0.06639268669450728,-0.020060358029993564,-0.005427755359999768,-0.015956796090676628,-0.015366799973613687,-0.004945087256700366,0.039872288780816195,0.19299008957044916,0.09605930565250687,0.110597231408687,0.03915414474971159,0.10023765420770295,0.43650511491979727,-0.17833614772073933,0.13350241882974062,0.33388119098073116,-0.13301964409653672,-0.05811447877194105,0.09434872036605148,-0.15758892100472383,0.013925054468137464,0.04869113923931153,-0.05929105808441986,0.7091788934087113,0.06884433530135613,0.4640212828765647,0.0048345423780279855,0.04069951549953715,-0.06618933240223603,-0.04223588515259992,-0.04296625450232406,0.07295274569342315
drb,0.2928141078750305,0.16454287467465228,0.20609765840838606,0.27491922376321065,0.17511028844850404,0.18352810312410608,0.051291674416992304,-0.012383669012903177,0.06874460589941317,0.21167258681924456,0.2309159491828371,0.016148377349035556,0.12164924813210097,1.0,0.8232905783855738,0.2600434693969133,-0.04745120692685541,0.2892884739491783,0.1001055734923342,-0.053785367850770795,0.3411061002248693,-0.2472097734645123,0.4396686529486567,-0.626257532042544,-0.2097390534099353,0.23344007902254896,-0.5220889681854507,-0.07212812091351233,0.2724225529179545,-0.33234474794118146,-0.14524734453524155,-0.055462783662434165,-0.23723183495081177,-0.01583911268101842,-0.01586840685967257,-0.02140301302133777,-0.24737939533882977,0.0772451220687699,-0.05917307835342936,-0.18444640435172066,0.18312876167724731,-0.28127895127788277,0.3809220495744732,-0.255035619795322,0.5327496672662644,0.32066274315852134,-0.06560596543390268,0.45059178550516976,0.07423241605727442,-0.20879181830955817,0.2721222929915817,0.2667012729660514,0.2180272118608164,0.18311179365693192,0.06912494720480393,0.7127439535380936,0.5817852292836867,0.32938590488675273,-0.1257724807967598,0.2330013860753703,0.2449505268054213,-0.18775658744236096,0.47100991124400216
trb,0.33007266958933895,0.45699186149384374,0.024132070975346188,0.3414022753239568,0.41025874479321767,0.03488740162701271,0.005568543635268904,0.06677783182462073,-0.06035831408694191,0.2071506570203033,0.2554956577308431,-0.04469380999531123,0.6635571910661068,0.8232905783855738,1.0,0.223654566453668,0.037073215340726925,0.2831646779664749,0.09478864780501708,-0.015452396200405326,0.3576864152394901,-0.17888679876530214,0.3639288139689641,-0.4885842789212689,-0.15003896633846658,0.2106403268842872,-0.4192311492951256,-0.054964785742242006,0.2023707252330881,-0.2479236117118713,-0.08044787290291333,-0.003416069027746699,-0.19286087107388475,-0.015273376937858027,-0.02146847921276345,-0.025347613189610877,-0.19174432251499526,0.08234308054499656,0.06797035828463284,-0.084487663918617,0.20463594879269179,-0.1917691174816674,0.34955459063650185,0.06121497812449167,0.30214095325516144,0.32305541190164944,0.14565820709551877,0.265990208940063,0.02259765691029713,-0.10407538403842068,0.11534568631854032,0.21175889736181389,0.19498385955550226,0.10502361914012023,0.46853096144335454,0.5844571886849905,0.7161613693395876,0.2542818893017694,-0.07215213596277345,0.1390652367995784,0.16222991959817523,-0.16851951737951051,0.4023301225980464
ast,0.6762245071346684,0.26162282126677877,0.579645152043282,0.411892199590394,0.08212794940447278,0.46213761167527145,0.4883394741789962,0.24133828099161064,0.4218469612323923,0.002664290296025875,-0.007703424015200145,0.0317746937656866,0.04835690204489246,0.2600434693969133,0.223654566453668,1.0,0.16416613777553568,0.15057156465747884,-0.09399845256514879,-0.09727731904392199,0.6379389305850954,0.037234408376401594,0.17829635273355376,-0.09495901620512202,0.012945300101831056,0.1068790207561381,-0.09240073990607817,0.04067656069976562,0.09425671588859756,-0.03025763155480327,-0.0557113659194873,-0.05849840565662488,-0.012889539176881206,-0.004416241508621845,-0.24723924787028156,-0.1913831484069678,0.022593638211581727,-0.032971228169721964,-0.15232171609854375,0.08963973072297456,-0.014865003830030383,0.010273603543220634,0.485001499371774,0.04110334084349471,0.4438763934276041,0.26348701364604,-0.0455223438552047,0.3605999697696813,0.32339033664484046,0.10023018807285547,0.3178071372996902,0.03393293193607075,0.02663672688929253,0.03323299650074278,0.004393280234545895,0.32298948814022566,0.24800906579334994,0.6990501446651993,0.11584752437652239,0.1948487405794487,-0.13643331959279315,-0.05685992004772348,0.49448419487100004
stl,0.20932357819133476,0.22209891062752551,0.06457715434124704,0.2070421344285649,0.18572084703278788,0.08077820103889498,0.019232758893846392,0.050626251546271255,-0.022364144480850567,0.0939112260053677,0.12020278702948217,-0.02429710521929793,0.12736922782052854,-0.04745120692685541,0.037073215340726925,0.16416613777553568,1.0,0.06727117952670902,0.09777528052843537,0.008741731916247462,0.2124152836081221,-0.10132195606123469,-0.1091964390676371,-0.029871079299143323,-0.07231488198456548,-0.07473245070423114,-0.018350718796882177,-0.05138689139166511,-0.04541118590573123,-0.030082787642027993,-0.01974112636665619,-0.0064067179583126915,-0.03671676365032932,0.03991051769466352,0.07687498280316327,0.08210015716589107,-0.033173583722690816,0.07620132864028696,0.03178747102836438,0.721262020487023,0.07616406416120866,-0.10036059336254542,0.2039299165109718,0.2446510417964086,0.041446227249279925,0.17246681027906846,0.18291819189093042,0.045396575104863404,0.03848074941590321,0.05788245428212417,-0.0011316141094666792,0.08197280740015449,0.09216371656182885,0.011657279392154555,0.0389986066729664,-0.11967785369342665,-0.06831018983950324,0.11276299501164867,0.67969800275061,0.015966484807961614,-0.4976084367826975,-0.04647582523563143,0.2188698466739086
blk,0.15440816709856578,0.07895982689966533,0.1152654715386502,0.170376488669995,0.11691517697230636,0.10691430602341205,-0.015089947986257863,-0.04967091525584424,0.02088475063407109,0.10030377574073848,0.1167609231420701,-0.005792904451262285,0.11387466798976752,0.2892884739491783,0.2831646779664749,0.15057156465747884,0.06727117952670902,1.0,0.01311194187130242,-0.06873824894153203,0.16497569874179133,-0.13132565318457767,0.2750302350711624,-0.3586478239664288,-0.07233412863321213,0.2982885851529601,-0.3993823971616936,-0.10081268202784008,-0.03176729774878806,-0.10249147279953567,-0.06451336033198306,-0.052531801321828574,-0.04395809948997865,0.19290929346095026,-0.05959850310310497,0.06758404164997439,-0.15262144286412097,0.03185883798369194,-0.02330096128435147,0.013522875971072157,0.08780043802259668,-0.15771450988309194,0.20147822266136622,-0.1718279014589872,0.3007282300017051,0.1603535017024918,-0.1497812915834583,0.325617747852549,0.053888497575270505,-0.015359482117838066,0.07940868550853344,0.11849964790499538,0.12609302642947184,0.02499648782683092,-0.06667936302527024,0.23415628058737237,0.13923942756903704,0.19958645671234068,0.01675506330532676,0.7153203466448459,0.015305304134133963,-0.124455937838892,0.240759684383853
tov,-0.1550814754229841,-0.19113550477934968,-0.033663114777398286,-0.10157872648606017,-0.11075071845723655,-0.02714387040037028,-0.10018726133470983,-0.1088307368301917,-0.03670082741626225,0.008413222521314625,0.035085782897644496,-0.05832078483155146,0.033813332572754026,0.1001055734923342,0.09478864780501708,-0.09399845256514879,0.09777528052843537,0.01311194187130242,1.0,0.2143697714992209,-0.1393220558152349,0.09768421219131643,0.17496682363536445,-0.02691808040030277,0.10835512363228343,0.1341525016608326,0.002542106044980201,-0.012235513562499446,0.053631887603290754,-0.06290503244241459,0.11897051359409272,0.15337637573854007,-0.03654540111130764,0.09563087662822398,-0.18450014665687609,-0.08482190846863583,0.08927533190712796,0.7211828517733533,0.01336407724144512,0.21887498624441007,0.11124251779081215,0.1326099177320908,-0.1903600959150307,-0.3179553473998914,0.018299470949652577,-0.14587238392183144,-0.1986944572780596,0.0007017401250936368,-0.059818058703764984,-0.12155148167338396,0.029627046108698717,-0.07197930944657178,-0.08245775482305688,-0.006910245755359659,-0.03689703108232304,0.21482443202472506,0.14183767989397064,-0.12170634828430792,-0.4574212913606231,0.013486446009176008,0.6248823945666725,0.08427278540984817,-0.20815567686604072
pf,-0.004925426673243149,0.12698681599720343,-0.09704742701878499,-0.002572199518507402,0.08276834201705528,-0.08348129015780208,-0.004266667631972653,0.06008768758351226,-0.05111897067571487,0.18912140819051038,0.2236008860644992,-0.026972049528563424,0.043868378012449166,-0.053785367850770795,-0.015452396200405326,-0.09727731904392199,0.008741731916247462,-0.06873824894153203,0.2143697714992209,1.0,0.08583392979037868,-0.01121156940736564,-0.1221855423475802,0.08623649066378819,0.054930799258979736,-0.00688440554254181,0.08195808768629423,-0.1063115545557067,-0.15270725303397553,-0.00030042881816588676,0.7960456287628531,0.8701414279620875,0.04211309102743107,0.11031288777944508,0.1831639737042314,0.20453710837193864,-0.014908422592032539,0.07616373603642479,0.08748824513607942,0.1111101423512707,0.2964162628536093,0.36740746407621394,0.025619138075384414,0.2220123863715212,-0.11512377645445883,-0.026010206935008526,0.07946503931643996,-0.10257714908190436,0.08019847660507907,0.15522457577357388,-0.03346383374773216,-0.4594301301333244,-0.5040227936882438,-0.04958404354941546,-0.03570997475118674,-0.1562680764113483,-0.13948811162650648,-0.048212108841788,-0.04055032834069358,-0.10297835505752703,0.08008058402402565,0.5930700561872971,-0.20718817117209215
